ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"DE0005190003","BMW","BAY.MOTOREN WERKE AG ST","Common stock","EUR",2504900,2017-07-28,13:01,77.44,77.44,77.43,77.44,2593,17
"DE0005200000","BEI","BEIERSDORF AG O.N.","Common stock","EUR",2504906,2017-07-28,13:01,91.83,91.83,91.83,91.83,441,1
"DE0005229504","BIJ","BIJOU BRIGITTE O.N.","Common stock","EUR",2504917,2017-07-28,13:01,57.5,57.5,57.5,57.5,3,1
"DE0005439004","CON","CONTINENTAL AG O.N.","Common stock","EUR",2504933,2017-07-28,13:01,191.95,192,191.95,191.95,123,4
"DE0005470405","LXS","LANXESS AG","Common stock","EUR",2504935,2017-07-28,13:01,65.85,65.85,65.85,65.85,91,2
"DE0005493092","BVB","BORUSSIA DORTMUND","Common stock","EUR",2504940,2017-07-28,13:01,5.954,5.954,5.954,5.954,344,2
"DE0005501357","SPR","A.SPRINGER SE VNA","Common stock","EUR",2504947,2017-07-28,13:01,53.46,53.46,53.46,53.46,28,1
"DE0005550636","DRW3","DRAEGERWERK VZO O.N.","Common stock","EUR",2504952,2017-07-28,13:01,96.14,96.28,96.14,96.28,88,4
"DE0005552004","DPW","DEUTSCHE POST AG NA O.N.","Common stock","EUR",2504953,2017-07-28,13:01,32.6,32.6,32.6,32.6,411,1
"DE0005557508","DTE","DT.TELEKOM AG NA","Common stock","EUR",2504954,2017-07-28,13:01,15.605,15.605,15.6,15.605,6952,6
"DE0005773303","FRA","FRAPORT AG FFM.AIRPORT","Common stock","EUR",2504970,2017-07-28,13:01,82.64,82.64,82.62,82.62,83,4
"DE0005785604","FRE","FRESENIUS SE+CO.KGAA O.N.","Common stock","EUR",2504973,2017-07-28,13:01,72.38,72.4,72.38,72.4,932,5
"DE0005854343","E4C","ECOTEL COMMUNICATION AG","Common stock","EUR",2504979,2017-07-28,13:01,9.6,9.6,9.501,9.6,170,3
"DE0006047004","HEI","HEIDELBERGCEMENT AG O.N.","Common stock","EUR",2505002,2017-07-28,13:01,83.71,83.71,83.71,83.71,17,1
"DE0006048408","HEN","HENKEL AG+CO.KGAA ST O.N.","Common stock","EUR",2505003,2017-07-28,13:01,105.3,105.3,105.3,105.3,80,3
"DE0006062144","1COV","COVESTRO AG  O.N.","Common stock","EUR",2505008,2017-07-28,13:01,65.81,65.88,65.81,65.88,775,17
"DE0006202005","SZG","SALZGITTER AG O.N.","Common stock","EUR",2505016,2017-07-28,13:01,37.82,37.82,37.795,37.795,306,6
"DE0006204407","KU2","KUKA AG","Common stock","EUR",2505017,2017-07-28,13:01,111.95,111.95,111.95,111.95,32,1
"DE0006231004","IFX","INFINEON TECH.AG NA O.N.","Common stock","EUR",2505024,2017-07-28,13:01,18.595,18.605,18.595,18.6,4269,9
"DE0006305006","DEZ","DEUTZ AG O.N.","Common stock","EUR",2505037,2017-07-28,13:01,6.398,6.398,6.398,6.398,774,1
"DE0006452907","NEM","NEMETSCHEK SE O.N.","Common stock","EUR",2505040,2017-07-28,13:01,68.72,68.72,68.6,68.69,303,6
"DE0006483001","LIN","LINDE AG O.N.","Common stock","EUR",2505043,2017-07-28,13:01,163.9,163.9,163.9,163.9,93,1
"DE0006599905","MRK","MERCK KGAA O.N.","Common stock","EUR",2505050,2017-07-28,13:01,93.23,93.26,93.23,93.26,253,6
"DE0006602006","G1A","GEA GROUP AG","Common stock","EUR",2505051,2017-07-28,13:01,34.99,34.995,34.99,34.99,1188,4
"DE0007010803","RAA","RATIONAL AG","Common stock","EUR",2505070,2017-07-28,13:01,523.3,523.3,523.3,523.3,6,1
"DE0007030009","RHM","RHEINMETALL AG","Common stock","EUR",2505071,2017-07-28,13:01,85.19,85.19,85.18,85.18,18,2
"DE0007037129","RWE","RWE AG ST O.N.","Common stock","EUR",2505072,2017-07-28,13:01,17.54,17.545,17.54,17.545,2912,4
"DE0007100000","DAI","DAIMLER AG NA O.N.","Common stock","EUR",2505076,2017-07-28,13:01,59.5,59.5,59.49,59.5,8788,22
"DE0007164600","SAP","SAP SE O.N.","Common stock","EUR",2505077,2017-07-28,13:01,90.25,90.25,90.25,90.25,48,1
"DE0007165631","SRT3","SARTORIUS AG VZO O.N.","Common stock","EUR",2505079,2017-07-28,13:01,81,81,80.99,80.99,295,2
"DE0007203705","SHF","SNP SCHNEID.-NEUREIT.O.N.","Common stock","EUR",2505083,2017-07-28,13:01,33,33.02,33,33.015,298,4
"DE0007235301","SGL","SGL CARBON SE O.N.","Common stock","EUR",2505087,2017-07-28,13:01,10.72,10.72,10.72,10.72,300,1
"DE0007236101","SIE","SIEMENS AG NA","Common stock","EUR",2505088,2017-07-28,13:01,116.1,116.1,116.1,116.1,120,1
"DE0007251803","SAZ","STADA ARZNEIMITT. NA O.N.","Common stock","EUR",2505089,2017-07-28,13:01,65.61,65.61,65.61,65.61,76,1
"DE0007297004","SZU","SUEDZUCKER AG  O.N.","Common stock","EUR",2505095,2017-07-28,13:01,17.915,17.915,17.915,17.915,527,1
"DE0007472060","WDI","WIRECARD AG","Common stock","EUR",2505101,2017-07-28,13:01,64.67,64.67,64.67,64.67,39,2
"DE0007500001","TKA","THYSSENKRUPP AG O.N.","Common stock","EUR",2505105,2017-07-28,13:01,25.445,25.45,25.445,25.45,536,3
"DE0007664005","VOW","VOLKSWAGEN AG ST O.N.","Common stock","EUR",2505113,2017-07-28,13:01,134,134,134,134,30,1
"DE0007664039","VOW3","VOLKSWAGEN AG VZO O.N.","Common stock","EUR",2505114,2017-07-28,13:01,131.45,131.45,131.45,131.45,655,1
"DE0008232125","LHA","LUFTHANSA AG VNA O.N.","Common stock","EUR",2505130,2017-07-28,13:01,18.45,18.45,18.45,18.45,700,3
"DE0008404005","ALV","ALLIANZ SE NA O.N.","Common stock","EUR",2505133,2017-07-28,13:01,180.5,180.5,180.5,180.5,85,3
"DE0008430026","MUV2","MUENCH.RUECKVERS.VNA O.N.","Common stock","EUR",2505134,2017-07-28,13:01,180.55,180.55,180.55,180.55,122,1
"DK0010268606","VWS","VESTAS WIND SYST. NAM.DK1","Common stock","EUR",2505138,2017-07-28,13:01,82.2,82.2,82.2,82.2,312,5
"FR0000121972","SND","SCHNEIDER ELEC. INH. EO 4","Common stock","EUR",2505178,2017-07-28,13:01,67.41,67.41,67.41,67.41,3,1
"FR0010315770","LYYA","LYX.MSCI WORLD U.ETF DEO","ETF","EUR",2505211,2017-07-28,13:01,164.79,164.79,164.79,164.79,30,1
"GB0009895292","ZEG","ASTRAZENECA PLC    DL-,25","Common stock","EUR",2505384,2017-07-28,13:01,49.935,49.935,49.935,49.935,84,1
"GB0059822006","DLG","DIALOG SEMICOND.   LS-,10","Common stock","EUR",2505387,2017-07-28,13:01,36.8,36.805,36.775,36.79,1874,16
"IE00B5BMR087","SXR8","ISHSVII-CORE S+P500 DLACC","ETF","EUR",2505689,2017-07-28,13:01,201.37,201.37,201.37,201.37,1,1
"IE00B5MJYX09","SC0S","SOURCE-S.ST.E.600OP.IGS A","ETF","EUR",2505693,2017-07-28,13:01,213.5,213.5,213.5,213.5,22,1
"LU0061462528","RRTL","RTL GROUP","Common stock","EUR",2505811,2017-07-28,13:01,65.81,65.81,65.81,65.81,83,1
