ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"AT0000A0E9W5","SANT","S+T AG (Z.REG.MK.Z.)O.N.","Common stock","EUR",2504159,2017-07-28,10:00,14.72,14.72,14.72,14.72,250,1
"CA0679011084","ABR","BARRICK GOLD CORP.","Common stock","EUR",2504196,2017-07-28,10:00,14.155,14.155,14.155,14.155,495,1
"CH0038389992","BBZA","BB BIOTECH NAM.   SF 0,20","Common stock","EUR",2504244,2017-07-28,10:00,53.04,53.04,53.04,53.04,28,1
"CH0038863350","NESR","NESTLE NAM.        SF-,10","Common stock","EUR",2504245,2017-07-28,10:00,71.54,71.54,71.54,71.54,10,1
"LU0378438732","C001","COMSTAGE-DAX UCITS ETF I","ETF","EUR",2504271,2017-07-28,10:00,118.8,118.8,118.8,118.8,100,1
"DE000A0CAYB2","WIN","DIEBOLD NIXDORF  INH.O.N.","Common stock","EUR",2504286,2017-07-28,10:00,71.65,71.65,71.64,71.64,16,2
"DE000A0D6554","NDX1","NORDEX SE O.N.","Common stock","EUR",2504290,2017-07-28,10:00,11.74,11.74,11.74,11.74,943,2
"DE000A0L1H32","93M","MPH MITT.PHARMA HLDG","Common stock","EUR",2504383,2017-07-28,10:00,3.55,3.55,3.55,3.55,1000,1
"DE000A0XYGA7","TTR1","TECHNOTRANS AG NA O.N.","Common stock","EUR",2504432,2017-07-28,10:00,40.945,40.945,40.945,40.945,100,1
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.","Common stock","EUR",2504453,2017-07-28,10:00,47.575,47.575,47.575,47.575,102,1
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2017-07-28,10:00,192.2,192.2,192.05,192.15,534,5
"DE000A1H8BV3","NOEJ","NORMA GROUP SE NA O.N.","Common stock","EUR",2504474,2017-07-28,10:00,51.22,51.22,51.22,51.22,297,3
"DE000A1J5RX9","O2D","TELEFONICA DTLD HLDG AG","Common stock","EUR",2504492,2017-07-28,10:00,4.365,4.365,4.363,4.363,3578,7
"DE000A1K0201","GSC1","GESCO AG NA O.N.","Common stock","EUR",2504493,2017-07-28,10:00,25.85,25.85,25.85,25.85,45,2
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2017-07-28,10:00,34.535,34.54,34.52,34.52,1036,6
"DE000A1PHFF7","BOSS","HUGO BOSS AG NA O.N.","Common stock","EUR",2504512,2017-07-28,10:00,63.29,63.29,63.29,63.29,250,2
"DE000A1YCMM2","SWVK","SOLARWORLD AG   O.N.","Common stock","EUR",2504535,2017-07-28,10:00,1.463,1.463,1.463,1.463,3000,3
"DE000A11QWW6","MYRK","MYHAMMER HOLDING AG O.N.","Common stock","EUR",2504546,2017-07-28,10:00,6.001,6.001,6,6.001,1500,2
"DE000A2AADD2","IGY","INNOGY SE  INH. O.N.","Common stock","EUR",2504618,2017-07-28,10:00,35.465,35.465,35.465,35.465,378,2
"DE000A2DAM11","TINA","BAUMOT GROUP AG  O.N.","Common stock","EUR",2504640,2017-07-28,10:00,1.871,1.88,1.868,1.88,1851,3
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2017-07-28,10:00,79.32,79.32,79.31,79.31,774,8
"DE000BAY0017","BAYN","BAYER AG NA O.N.","Common stock","EUR",2504664,2017-07-28,10:00,107.1,107.15,107.1,107.15,1396,12
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2017-07-28,10:00,11.075,11.08,11.07,11.075,36022,15
