ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"DE000KSAG888","SDF","K+S AG NA O.N.","Common stock","EUR",2504812,2017-07-28,08:00,22.015,22.03,22.015,22.03,504,3
"DE000LEG1110","LEG","LEG IMMOBILIEN AG NA O.N.","Common stock","EUR",2504814,2017-07-28,08:00,82.15,82.15,82.14,82.14,172,5
"DE000PAH0038","PAH3","PORSCHE AUTOM.HLDG VZO","Common stock","EUR",2504816,2017-07-28,08:00,49.025,49.025,49,49,711,10
"DE000PSM7770","PSM","PROSIEBENSAT.1  NA O.N.","Common stock","EUR",2504848,2017-07-28,08:00,32.91,32.915,32.91,32.915,295,3
"DE000SHA0159","SHA","SCHAEFFLER AG INH. VZO","Common stock","EUR",2504849,2017-07-28,08:00,12.055,12.055,12.055,12.055,87,1
"DE000SYM9999","SY1","SYMRISE AG INH. O.N.","Common stock","EUR",2504852,2017-07-28,08:00,58.98,59,58.98,58.98,118,3
"DE000TCAG172","TC1","TELE COLUMBUS AG NA O.N.","Common stock","EUR",2504853,2017-07-28,08:00,9.719,9.719,9.719,9.719,151,1
"DE000TLX1005","TLX","TALANX AG NA O.N.","Common stock","EUR",2504854,2017-07-28,08:00,35.115,35.115,35.11,35.11,304,3
"DE000TUAG000","TUI1","TUI AG NA O.N.","Common stock","EUR",2504855,2017-07-28,08:00,13.485,13.485,13.485,13.485,1000,1
"DE000WCH8881","WCH","WACKER CHEMIE        O.N.","Common stock","EUR",2504860,2017-07-28,08:00,104.35,104.4,104.3,104.35,667,11
"DE000ZAL1111","ZAL","ZALANDO SE","Common stock","EUR",2504863,2017-07-28,08:00,37.37,37.39,37.37,37.39,320,2
"DE0005140008","DBK","DEUTSCHE BANK AG NA O.N.","Common stock","EUR",2504888,2017-07-28,08:00,15.615,15.62,15.605,15.61,24297,31
"DE0005158703","BC8","BECHTLE AG O.N.","Common stock","EUR",2504894,2017-07-28,08:00,61,61,61,61,84,1
"DE0005168108","B5A","BAUER AG","Common stock","EUR",2504896,2017-07-28,08:00,22.975,22.975,22.975,22.975,98,1
"DE0005190003","BMW","BAY.MOTOREN WERKE AG ST","Common stock","EUR",2504900,2017-07-28,08:00,77.68,77.73,77.68,77.73,552,8
"DE0005190037","BMW3","BAY.MOTOREN WERKE  VZO","Common stock","EUR",2504901,2017-07-28,08:00,67.51,67.51,67.51,67.51,153,3
"DE0005200000","BEI","BEIERSDORF AG O.N.","Common stock","EUR",2504906,2017-07-28,08:00,91.68,91.69,91.68,91.69,274,5
"DE0005201602","BEZ","BERENTZEN-GRP.AG","Common stock","EUR",2504907,2017-07-28,08:00,11.335,11.335,11.23,11.335,1000,3
"DE0005227235","BIO3","BIOTEST AG VZ O.N.","Common stock","EUR",2504915,2017-07-28,08:00,22.595,22.595,22.595,22.595,25,1
"DE0005232805","BDT","BERTRANDT AG O.N.","Common stock","EUR",2504918,2017-07-28,08:00,82.2,82.2,82.2,82.2,20,1
"DE0005408884","LEO","LEONI AG NA O.N.","Common stock","EUR",2504929,2017-07-28,08:00,51.87,51.87,51.81,51.81,471,4
"DE0005439004","CON","CONTINENTAL AG O.N.","Common stock","EUR",2504933,2017-07-28,08:00,193.45,193.5,193.45,193.5,27,2
"DE0005470405","LXS","LANXESS AG","Common stock","EUR",2504935,2017-07-28,08:00,65.69,65.69,65.69,65.69,184,2
"DE0005501357","SPR","A.SPRINGER SE VNA","Common stock","EUR",2504947,2017-07-28,08:00,53.23,53.23,53.23,53.23,123,3
"DE0005552004","DPW","DEUTSCHE POST AG NA O.N.","Common stock","EUR",2504953,2017-07-28,08:00,32.51,32.51,32.505,32.505,810,3
"DE0005557508","DTE","DT.TELEKOM AG NA","Common stock","EUR",2504954,2017-07-28,08:00,15.545,15.55,15.54,15.545,16510,27
"DE0005565204","DUE","DUERR AG O.N.","Common stock","EUR",2504956,2017-07-28,08:00,104.15,104.15,104.15,104.15,116,2
"DE0005664809","EVT","EVOTEC AG O.N.","Common stock","EUR",2504963,2017-07-28,08:00,11.73,11.73,11.72,11.72,1896,3
"DE0005677108","ELG","ELMOS SEMICONDUCTOR AG","Common stock","EUR",2504964,2017-07-28,08:00,20.19,20.19,20.19,20.19,99,3
"DE0005785604","FRE","FRESENIUS SE+CO.KGAA O.N.","Common stock","EUR",2504973,2017-07-28,08:00,72.54,72.55,72.52,72.54,313,9
"DE0005785802","FME","FRESEN.MED.CARE KGAA O.N.","Common stock","EUR",2504974,2017-07-28,08:00,80.47,80.47,80.47,80.47,48,1
"DE0005790406","FPE","FUCHS PETROLUB SE O.N.","Common stock","EUR",2504975,2017-07-28,08:00,44.095,44.115,44.095,44.115,299,5
"DE0005790430","FPE3","FUCHS PETROL.SE VZO O.N.","Common stock","EUR",2504976,2017-07-28,08:00,50.14,50.2,50.14,50.2,709,13
"DE0005810055","DB1","DEUTSCHE BOERSE NA O.N.","Common stock","EUR",2504978,2017-07-28,08:00,88.08,88.12,88.04,88.1,1010,12
"DE0005878003","GIL","DMG MORI AG O.N.","Common stock","EUR",2504984,2017-07-28,08:00,50.14,50.14,50.14,50.14,2,1
"DE0005895403","GMM","GRAMMER AG O.N.","Common stock","EUR",2504985,2017-07-28,08:00,48.865,48.865,48.86,48.86,260,2
"DE0005933923","EXS3","ISHARES MDAX UCITS ETF","ETF","EUR",2504988,2017-07-28,08:00,214.31,214.31,214.31,214.31,1,1
"DE0005933972","EXS2","ISHARES TECDAX UCITS ETF","ETF","EUR",2504991,2017-07-28,08:00,20.905,20.905,20.905,20.905,1,1
"DE0005937007","MAN","MAN SE ST O.N.","Common stock","EUR",2504995,2017-07-28,08:00,93.98,94.06,93.98,94.02,181,6
"DE0006047004","HEI","HEIDELBERGCEMENT AG O.N.","Common stock","EUR",2505002,2017-07-28,08:00,83.23,83.27,83.21,83.24,5297,34
"DE0006048408","HEN","HENKEL AG+CO.KGAA ST O.N.","Common stock","EUR",2505003,2017-07-28,08:00,105.6,105.6,105.6,105.6,133,1
"DE0006048432","HEN3","HENKEL AG+CO.KGAA VZO","Common stock","EUR",2505004,2017-07-28,08:00,119.4,119.4,119.4,119.4,854,7
"DE0006202005","SZG","SALZGITTER AG O.N.","Common stock","EUR",2505016,2017-07-28,08:00,37.97,37.97,37.945,37.945,806,7
"DE0006219934","JUN3","JUNGHEINRICH AG O.N.VZO","Common stock","EUR",2505020,2017-07-28,08:00,34.375,34.375,34.31,34.31,255,4
"DE0006231004","IFX","INFINEON TECH.AG NA O.N.","Common stock","EUR",2505024,2017-07-28,08:00,18.53,18.53,18.53,18.53,653,2
"DE0006289499","EXHD","I.EB.R.G.G.5.5-10.5 U.ETF","ETF","EUR",2505034,2017-07-28,08:00,140.72,140.72,140.72,140.72,61,1
"DE0006483001","LIN","LINDE AG O.N.","Common stock","EUR",2505043,2017-07-28,08:00,162.75,162.75,162.6,162.6,1181,4
"DE0006599905","MRK","MERCK KGAA O.N.","Common stock","EUR",2505050,2017-07-28,08:00,93.23,93.24,93.21,93.23,919,7
"DE0006602006","G1A","GEA GROUP AG","Common stock","EUR",2505051,2017-07-28,08:00,35.38,35.38,35.365,35.365,84,2
"DE0007037129","RWE","RWE AG ST O.N.","Common stock","EUR",2505072,2017-07-28,08:00,17.795,17.8,17.795,17.8,1472,3
"DE0007100000","DAI","DAIMLER AG NA O.N.","Common stock","EUR",2505076,2017-07-28,08:00,59.66,59.68,59.65,59.68,4590,18
"DE0007164600","SAP","SAP SE O.N.","Common stock","EUR",2505077,2017-07-28,08:00,89.91,89.94,89.88,89.94,1429,16
"DE0007203705","SHF","SNP SCHNEID.-NEUREIT.O.N.","Common stock","EUR",2505083,2017-07-28,08:00,33.5,33.5,33.5,33.5,172,1
"DE0007235301","SGL","SGL CARBON SE O.N.","Common stock","EUR",2505087,2017-07-28,08:00,10.775,10.775,10.775,10.775,341,1
"DE0007236101","SIE","SIEMENS AG NA","Common stock","EUR",2505088,2017-07-28,08:00,115.6,115.65,115.6,115.6,2880,6
"DE0007257503","CEC","METRO AG ST O.N.","Common stock","EUR",2505090,2017-07-28,08:00,9.605,9.605,9.605,9.605,100,1
"DE0007274136","STO3","STO SE+CO.KGAA VZO O.N.","Common stock","EUR",2505092,2017-07-28,08:00,122.2,122.2,122.2,122.2,5,1
"DE0007314007","HDD","HEIDELBERG.DRUCKMA.O.N.","Common stock","EUR",2505096,2017-07-28,08:00,2.904,2.904,2.904,2.904,4272,4
"DE0007472060","WDI","WIRECARD AG","Common stock","EUR",2505101,2017-07-28,08:00,64.47,64.47,64.47,64.47,2,1
"DE0007480204","DEQ","DEUTSCHE EUROSHOP AG O.N.","Common stock","EUR",2505102,2017-07-28,08:00,35.265,35.265,35.265,35.265,88,1
"DE0007493991","SAX","STROEER SE + CO. KGAA","Common stock","EUR",2505103,2017-07-28,08:00,54.03,54.03,54,54,2000,7
"DE0007500001","TKA","THYSSENKRUPP AG O.N.","Common stock","EUR",2505105,2017-07-28,08:00,25.54,25.545,25.535,25.535,2818,10
"DE0007664039","VOW3","VOLKSWAGEN AG VZO O.N.","Common stock","EUR",2505114,2017-07-28,08:00,131.55,131.6,131.55,131.55,635,5
"DE0007856023","ZIL2","ELRINGKLINGER AG NA O.N.","Common stock","EUR",2505124,2017-07-28,08:00,15.49,15.49,15.49,15.49,323,5
"DE0008232125","LHA","LUFTHANSA AG VNA O.N.","Common stock","EUR",2505130,2017-07-28,08:00,18.755,18.76,18.73,18.74,7730,14
"DE0008404005","ALV","ALLIANZ SE NA O.N.","Common stock","EUR",2505133,2017-07-28,08:00,180.3,180.35,180.3,180.35,2917,18
"DE0008430026","MUV2","MUENCH.RUECKVERS.VNA O.N.","Common stock","EUR",2505134,2017-07-28,08:00,179.9,179.9,179.9,179.9,245,2
"DK0060534915","NOVC","NOVO-NORDISK NAM.B DK-,20","Common stock","EUR",2505141,2017-07-28,08:00,35.48,35.48,35.48,35.48,20,1
"FR0000120628","AXA","AXA S.A. INH.     EO 2,29","Common stock","EUR",2505172,2017-07-28,08:00,24.965,24.965,24.965,24.965,217,1
"FR0011020965","AMEA","AMUNDI ETF MSCI EM ASIA A","ETF","EUR",2505316,2017-07-28,08:00,27.21,27.21,27.21,27.21,100,1
"GB00BHD66J44","TIM","ZEAL NETWORK SE      EO 1","Common stock","EUR",2505353,2017-07-28,08:00,22.93,22.93,22.93,22.93,180,2
"GB0007188757","RIO1","RIO TINTO PLC      LS-,10","Common stock","EUR",2505378,2017-07-28,08:00,38.98,38.99,38.98,38.99,413,4
"GB0007980591","BPE5","BP PLC             DL-,25","Common stock","EUR",2505380,2017-07-28,08:00,4.982,4.982,4.982,4.982,1000,1
"GB0009252882","GS7","GLAXOSMITHKLINE   LS-,25","Common stock","EUR",2505383,2017-07-28,08:00,17.22,17.22,17.22,17.22,241,1
"GB0059822006","DLG","DIALOG SEMICOND.   LS-,10","Common stock","EUR",2505387,2017-07-28,08:00,36.545,36.545,36.495,36.51,3487,16
"IE00BKM4GZ66","IS3N","IS C.MSCI EMIMI U.ETF DLA","ETF","EUR",2505427,2017-07-28,08:00,23.41,23.41,23.41,23.41,1,1
"IE00BK1PV551","XDWL","CFS-DBXT MSCI WLD ETF 1D","ETF","EUR",2505443,2017-07-28,08:00,45.01,45.01,45.01,45.01,471,1
"IE00BSJCQV56","ZPRP","SP.FTS.EPRA EU.EX UK R.E.","ETF","EUR",2505491,2017-07-28,08:00,28,28,28,28,178,1
"IE00BS7K8821","SYB4","S.S.E.E.II-B.3-5 Y.E.G.B.","ETF","EUR",2505499,2017-07-28,08:00,30.74,30.74,30.74,30.74,57,1
"IE00BYZK4552","2B76","ISHS IV-AUTO.+ROBOTIC.ETF","ETF","EUR",2505551,2017-07-28,08:00,5.515,5.515,5.515,5.515,550,1
"IE00B1FZSC47","IUST","ISHSII-DL TIPS DL ACC","ETF","EUR",2505584,2017-07-28,08:00,172.31,172.31,172.31,172.31,1831,1
"IE00B1FZS467","IQQI","ISHSII-GL INFRASTR.DLDIS","ETF","EUR",2505588,2017-07-28,08:00,22.24,22.24,22.24,22.24,1,1
"IE00B2NPKV68","IUS7","ISHSII-JPM DL EM BD DLDIS","ETF","EUR",2505604,2017-07-28,08:00,96.96,96.96,96.96,96.96,55,1
"IE00B3Q19T94","S7XE","SOURCE-S.E.STXX OPT.BKS A","ETF","EUR",2505629,2017-07-28,08:00,76.23,76.23,76.23,76.23,249,1
"IE00B3ZW0K18","IBCF","ISHSV-S+P500 EUR HGD ACC","ETF","EUR",2505647,2017-07-28,08:00,56.14,56.14,56.14,56.14,1,1
"IE00B4JNQZ49","QDVH","ISHSV-S+P500 FIN.SECT.DLA","ETF","EUR",2505649,2017-07-28,08:00,5.495,5.495,5.495,5.495,1999,1
"IE00B4PY7Y77","IS0R","ISHSII-DLHY CORP BD DLDIS","ETF","EUR",2505663,2017-07-28,08:00,90.83,90.83,90.83,90.83,1,1
"IE00B4WXJJ64","EUNH","ISHSIII-C.EO GOV. B.EODIS","ETF","EUR",2505667,2017-07-28,08:00,121.55,121.55,121.55,121.55,1,1
"IE00B6SPMN59","IBCK","ISHSVI-E.S+P500MIN.V.DL A","ETF","EUR",2505742,2017-07-28,08:00,39.7,39.7,39.7,39.7,1,1
"IE00B86MWN23","EUN0","ISHSVI-E.MSCI EO MIN.VEOA","ETF","EUR",2505782,2017-07-28,08:00,40.45,40.45,40.45,40.45,1,1
"IE00B9M6RS56","IS3C","ISHSVI-JPM DL BD EOH DIS","ETF","EUR",2505789,2017-07-28,08:00,101.98,101.98,101.98,101.98,1,1
"LU0290355717","DBXN","DBXTR.II-EUROZ.G.B.(DR)1C","ETF","EUR",2505831,2017-07-28,08:00,227.43,227.43,227.43,227.43,344,1
"LU0290356954","DBXQ","DBXTR.II-E.G.B.3-5(DR)1C","ETF","EUR",2505833,2017-07-28,08:00,202.24,202.24,202.24,202.24,890,1
"LU0488317701","CD91","C.S.-NYSE AR.GO.B.U.ETF I","ETF","EUR",2505989,2017-07-28,08:00,16.6,16.6,16.6,16.6,2,1
"LU0721553864","UEFR","UBS-ETF-M.IB.EO LIQ.C.AEO","ETF","EUR",2506052,2017-07-28,08:00,102.16,102.16,102.16,102.16,500,1
"LU0775917882","GYC","GRAND CITY PROPERT.EO-,10","Common stock","EUR",2506054,2017-07-28,08:00,17.535,17.535,17.53,17.535,820,3
"LU1066226637","STM","STABILUS S.A. INH. EO-,01","Common stock","EUR",2506096,2017-07-28,08:00,70.83,70.83,70.72,70.78,274,7
"DE000A0N62G0","VZLD","ETFS MET.SEC.DZ07/UN.XAU","ETC","EUR",2506200,2017-07-28,08:00,103.43,103.43,103.43,103.43,1,1
"DE000A0S9GB0","4GLD","DT.BOERSE COM. XETRA-GOLD","ETC","EUR",2506202,2017-07-28,08:00,34.64,34.64,34.64,34.64,1347,1
"NL0011375019","SNH","STEINHOFF INT.HLDG.EO-,50","Common stock","EUR",2506267,2017-07-28,08:00,4.444,4.445,4.444,4.445,5809,5
"NL0012169213","QIA","QIAGEN NV         EO -,01","Common stock","EUR",2506272,2017-07-28,08:00,28.98,28.98,28.98,28.98,140,2
"US0079031078","AMD","ADVANCED MIC.DEV.  DL-,01","Common stock","EUR",2506418,2017-07-28,08:00,12,12,12,12,61,1
"US01609W1027","AHLA","ALIBABA GR.HLDG SP.ADR 1","Common stock","EUR",2506421,2017-07-28,08:00,132.05,132.25,131.9,132.25,672,15
"US02079K1079","ABEC","ALPHABET INC.CL C DL-,001","Common stock","EUR",2506423,2017-07-28,08:00,794.55,794.55,794.55,794.55,1,1
"US02079K3059","ABEA","ALPHABET INC.CL.A DL-,001","Common stock","EUR",2506424,2017-07-28,08:00,810.1,810.1,810.1,810.1,1,1
"US02209S1033","PHM7","ALTRIA GRP INC.   DL-,333","Common stock","EUR",2506426,2017-07-28,08:00,63,63,63,63,2,1
"US0378331005","APC","APPLE INC.","Common stock","EUR",2506434,2017-07-28,08:00,127.85,127.85,127.85,127.85,37,3
"US0846707026","BRYN","BERKSH. H.B NEW DL-,00333","Common stock","EUR",2506447,2017-07-28,08:00,147.95,148.1,147.95,147.95,145,4
"US17275R1023","CIS","CISCO SYSTEMS    DL-,001","Common stock","EUR",2506458,2017-07-28,08:00,26.855,26.895,26.805,26.805,169,7
"US30303M1027","FB2A","FACEBOOK INC.A DL-,000006","Common stock","EUR",2506484,2017-07-28,08:00,145,145,145,145,94,1
"US3364331070","F3A","FIRST SOLAR INC. D -,001","Common stock","EUR",2506486,2017-07-28,08:00,42.45,42.45,42.45,42.45,10,1
"US3755581036","GIS","GILEAD SCIENCES   DL-,001","Common stock","EUR",2506495,2017-07-28,08:00,64.05,64.05,64.05,64.05,271,2
"US5949181045","MSF","MICROSOFT    DL-,00000625","Common stock","EUR",2506530,2017-07-28,08:00,62.11,62.11,62.11,62.11,115,1
"US64110L1061","NFC","NETFLIX INC.      DL-,001","Common stock","EUR",2506536,2017-07-28,08:00,156.6,156.6,155.65,155.65,914,31
"US7475251036","QCI","QUALCOMM INC.    DL-,0001","Common stock","EUR",2506560,2017-07-28,08:00,44.725,44.725,44.725,44.725,500,2
"US83304A1060","1SI","SNAP INC. CL.A DL-,00001","Common stock","EUR",2506567,2017-07-28,08:00,11.84,11.84,11.84,11.84,200,1
"US8552441094","SRB","STARBUCKS CORP.","Common stock","EUR",2506569,2017-07-28,08:00,47.8,47.8,47.8,47.8,98,2
"US88160R1014","TL0","TESLA INC. DL -,001","Common stock","EUR",2506575,2017-07-28,08:00,285.8,286.45,285.55,285.95,125,9
"DE000BFB0019","B4B","METRO WHOLE.FOOD  ST O.N.","Common stock","EUR",2532386,2017-07-28,08:00,17.245,17.25,17.23,17.24,1840,9
"AT0000A0E9W5","SANT","S+T AG (Z.REG.MK.Z.)O.N.","Common stock","EUR",2504159,2017-07-28,08:01,14.955,14.955,14.955,14.955,105,1
"CA0679011084","ABR","BARRICK GOLD CORP.","Common stock","EUR",2504196,2017-07-28,08:01,14.175,14.18,14.175,14.175,2144,2
"CH0012032048","RHO5","ROCHE HLDG AG GEN.","Other","EUR",2504218,2017-07-28,08:01,214.5,214.5,214.5,214.5,69,1
"CH0012138530","CSX","CRED.SUISSE GRP NA SF-,04","Common stock","EUR",2504220,2017-07-28,08:01,13.235,13.235,13.235,13.235,500,1
"CH0038389992","BBZA","BB BIOTECH NAM.   SF 0,20","Common stock","EUR",2504244,2017-07-28,08:01,52.5,52.5,52.5,52.5,150,1
"CH0038863350","NESR","NESTLE NAM.        SF-,10","Common stock","EUR",2504245,2017-07-28,08:01,71.72,71.72,71.72,71.72,26,1
"CH0108503795","M6YA","MEYER BUR.TECH.NAM.SF-,05","Common stock","EUR",2504246,2017-07-28,08:01,1.329,1.329,1.329,1.329,20000,1
"CH0244767585","0UB","UBS GROUP AG      SF -,10","Common stock","EUR",2504253,2017-07-28,08:01,14.91,14.91,14.91,14.91,52,1
"DE000ETFL235","EL4X","DK DAXPLUS MAX.DIVIDEND","ETF","EUR",2504260,2017-07-28,08:01,84.83,84.83,84.83,84.83,920,1
"DE000A0B65S3","PA8","PAION O.N","Common stock","EUR",2504283,2017-07-28,08:01,2.83,2.83,2.83,2.83,1000,1
"DE000A0D6554","NDX1","NORDEX SE O.N.","Common stock","EUR",2504290,2017-07-28,08:01,11.83,11.83,11.81,11.81,9231,13
"DE000A0D8Q49","EXX5","IS.DJ U.S.SELEC.DIV.U.ETF","ETF","EUR",2504295,2017-07-28,08:01,56.01,56.01,56.01,56.01,1280,1
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.","Common stock","EUR",2504297,2017-07-28,08:01,126.65,126.7,126.65,126.65,272,3
"DE000A0F5UJ7","EXV1","IS.S.EU.600 BANK.U.ETF A.","ETF","EUR",2504306,2017-07-28,08:01,18.545,18.545,18.545,18.545,355,1
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN AG INH","Common stock","EUR",2504314,2017-07-28,08:01,34.195,34.195,34.195,34.195,189,1
"DE000A0H0785","EXHF","IS.E.G.B.C.1.5-10.5 U.ETF","ETF","EUR",2504317,2017-07-28,08:01,120.43,120.43,120.43,120.43,50,1
"DE000A0LD6E6","GXI","GERRESHEIMER AG","Common stock","EUR",2504380,2017-07-28,08:01,69.39,69.39,69.38,69.38,119,2
"DE000A0STST2","TTI","TOM TAILOR HLDG  NA O.N.","Common stock","EUR",2504401,2017-07-28,08:01,7.192,7.192,7.192,7.192,760,2
"DE000A0Z2ZZ5","FNTN","FREENET AG NA O.N.","Common stock","EUR",2504438,2017-07-28,08:01,28.785,28.795,28.78,28.78,901,9
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.","Common stock","EUR",2504453,2017-07-28,08:01,47.7,47.715,47.7,47.715,462,8
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2017-07-28,08:01,191.8,191.8,191.6,191.7,6786,40
"DE000A1J5RX9","O2D","TELEFONICA DTLD HLDG AG","Common stock","EUR",2504492,2017-07-28,08:01,4.395,4.395,4.395,4.395,1616,4
"DE000A1K03W5","99SC","STARAMBA SE  O.N.","Common stock","EUR",2504496,2017-07-28,08:01,41.75,41.75,41.75,41.75,70,1
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2017-07-28,08:01,34.74,34.75,34.73,34.73,307,3
"DE000A1PHFF7","BOSS","HUGO BOSS AG NA O.N.","Common stock","EUR",2504512,2017-07-28,08:01,63.56,63.56,63.51,63.53,436,10
"DE000A14KL72","VSC","4SC AG","Common stock","EUR",2504585,2017-07-28,08:01,4.767,4.794,4.767,4.767,225,3
