ISIN,MarketSegment,UnderlyingSymbol,UnderlyingISIN,Currency,SecurityType,MaturityDate,StrikePrice,PutOrCall,MLEG,ContractGenerationNumber,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,NumberOfContracts,NumberOfTrades
"DE000F4ABC46","FEXD",,,"EUR","FUT",20171215,,,,,963,2017-07-28,09:00,116.8,116.8,116.8,116.8,1,1
"DE000F4ZCMS5","FEXD",,,"EUR","FUT",20211217,,,,,967,2017-07-28,09:00,111.8,111.8,111.8,111.8,12,2
"DE000C9ACQX1","ODAX","DAX","DE0008469008","EUR","OPT",20171215,13600,"Call",,1,1176335,2017-07-28,09:00,21,21,21,21,1,1
"DE000P8CT7E7","ODAX","DAX","DE0008469008","EUR","OPT",20171215,8500,"Put",,1,1651320,2017-07-28,09:00,9.1,9.1,9.1,9.1,10,1
"DE000P8DG6Q7","SGE","SGE","FR0000130809","EUR","OPT",20180615,48,"Put",,4,1709639,2017-07-28,09:00,5.28,5.28,5.28,5.28,13,2
"DE000C0C61V2","OESX","SX5E","EU0009658145","EUR","OPT",20170915,3700,"Call",,1,2048485,2017-07-28,09:00,2.3,2.3,2.3,2.3,159,3
"DE000C0HRXN0","FBTP",,,"EUR","FUT",20170907,,,,,2150976,2017-07-28,09:00,135.82,135.82,135.75,135.78,1108,174
"DE000C0HRXP5","FBTS",,,"EUR","FUT",20170907,,,,,2150977,2017-07-28,09:00,112.9,112.9,112.9,112.9,861,32
"DE000C0HRXQ3","FGBL",,,"EUR","FUT",20170907,,,,,2150978,2017-07-28,09:00,161.75,161.75,161.67,161.67,5464,467
"DE000C0HRXR1","FGBM",,,"EUR","FUT",20170907,,,,,2150979,2017-07-28,09:00,131.96,131.96,131.94,131.95,3600,126
"DE000C0HRXS9","FGBS",,,"EUR","FUT",20170907,,,,,2150980,2017-07-28,09:00,112.035,112.035,112.025,112.025,4914,65
"DE000C0HRXT7","FGBX",,,"EUR","FUT",20170907,,,,,2150981,2017-07-28,09:00,161,161,160.74,160.84,335,91
"DE000C0HRXV3","FOAT",,,"EUR","FUT",20170907,,,,,2150983,2017-07-28,09:00,148.44,148.44,148.37,148.38,1229,160
"DE000C0HU3S4","HOLN","HOLN","CH0012214059","CHF","OPT",20171215,54,"Put",,1,2153491,2017-07-28,09:00,1.66,1.66,1.66,1.66,12,1
"DE000C0JK5K6","FDAX","DAX","DE0008469008","EUR","FUT",20170915,,,,,2163021,2017-07-28,09:00,12120,12120.5,12115.5,12117.5,94,60
"DE000C0JK5P5","FDXM","DAX","DE0008469008","EUR","FUT",20170915,,,,,2163025,2017-07-28,09:00,12120,12120,12115,12118,38,18
"DE000C0JK5U5","FESA","SXAE","EU0009658301","EUR","FUT",20170915,,,,,2163030,2017-07-28,09:00,509.4,509.4,509.4,509.4,13,1
