ISIN,MarketSegment,UnderlyingSymbol,UnderlyingISIN,Currency,SecurityType,MaturityDate,StrikePrice,PutOrCall,MLEG,ContractGenerationNumber,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,NumberOfContracts,NumberOfTrades
"DE000C0P9Y65","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,300,"Put",,1,2266746,2017-07-28,10:01,0.46,0.46,0.46,0.46,3,1
"DE000C0QPTZ7","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,302.5,"Put",,1,2285615,2017-07-28,10:01,0.63,0.63,0.63,0.63,10,6
"DE000C0R3965","OGBL","FGBL","DE0009652644","EUR","OPT",20170825,164.5,"Call",,1,2291824,2017-07-28,10:01,0.04,0.04,0.04,0.04,1,1
"DE000C0RCFE7","OGBL","FGBL","DE0009652644","EUR","OPT",20170825,160,"Put",,1,2296512,2017-07-28,10:01,0.31,0.31,0.3,0.3,6,2
"DE000C0SX8D9","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,305,"Put",,1,2314670,2017-07-28,10:01,0.87,0.88,0.87,0.88,15,7
"DE000C0SZVL8","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,307.5,"Put",,1,2315171,2017-07-28,10:01,1.23,1.24,1.23,1.24,18,6
"DE000C0T5Y20","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,310,"Put",,1,2316711,2017-07-28,10:01,1.78,1.8,1.78,1.8,17,3
"DE000C0TLPG8","OESX","SX5E","EU0009658145","EUR","OPT",20170915,3275,"Put",,1,2320144,2017-07-28,10:01,21.6,21.6,21.6,21.6,5,1
"DE000C0TM2M5","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,312.5,"Put",,1,2320288,2017-07-28,10:01,2.6,2.63,2.6,2.63,13,8
"DE000C0ULMU4","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,315,"Call",,1,2339398,2017-07-28,10:01,1.93,1.93,1.93,1.93,3,3
"DE000C0ULMV2","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,315,"Put",,1,2339399,2017-07-28,10:01,3.78,3.79,3.78,3.79,3,3
"DE000C0Y3WT0","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,317.5,"Call",,1,2396445,2017-07-28,10:01,1.03,1.03,1.03,1.03,8,6
"DE000C0Y3WU8","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,317.5,"Put",,1,2396446,2017-07-28,10:01,5.38,5.38,5.38,5.38,1,1
"DE000C0YEY08","OGB4","FGBL","DE0009652644","EUR","OPT",20170728,161.5,"Put",,1,2402152,2017-07-28,10:01,0.21,0.21,0.21,0.21,8,1
"DE000C0YK6S8","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,320,"Call",,1,2404918,2017-07-28,10:01,0.5,0.5,0.5,0.5,31,6
"DE000C0YK6T6","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,320,"Put",,1,2404919,2017-07-28,10:01,7.34,7.34,7.34,7.34,1,1
"DE000C0Z00J6","OESX","SX5E","EU0009658145","EUR","OPT",20170818,3550,"Call",,1,2413865,2017-07-28,10:01,6.1,6.1,6,6,606,18
"DE000C0Z49K1","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,327.5,"Call",,1,2416019,2017-07-28,10:01,0.06,0.06,0.06,0.06,5,5
"DE000C009JR4","ODAX","DAX","DE0008469008","EUR","OPT",20170818,11850,"Put",,1,2432282,2017-07-28,10:01,66,66,66,66,5,1
"DE000C009K43","ODAX","DAX","DE0008469008","EUR","OPT",20170818,12200,"Call",,1,2432295,2017-07-28,10:01,103,103,103,103,190,2
"DE000C00V769","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,332.5,"Call",,1,2448301,2017-07-28,10:01,0.02,0.02,0.02,0.02,1,1
"DE000C034VE5","SAP","SAP","DE0007164600","EUR","OPT",20170915,86,"Put",,7,2499201,2017-07-28,10:01,1.01,1.01,1.01,1.01,10,1
"DE000C03M8J4","ODX4","DAX","DE0008469008","EUR","OPT",20170728,12150,"Call",,1,2511317,2017-07-28,10:01,1.8,1.8,1.8,1.8,1,1
"DE000C03M8K2","ODX4","DAX","DE0008469008","EUR","OPT",20170728,12150,"Put",,1,2511318,2017-07-28,10:01,30.5,30.5,30.5,30.5,2,1
"DE000C03M8P1","ODX4","DAX","DE0008469008","EUR","OPT",20170728,12250,"Put",,1,2511322,2017-07-28,10:01,130,130,130,130,1,1
"DE000C04LU70","ODX1","DAX","DE0008469008","EUR","OPT",20170804,12000,"Put",,1,2532536,2017-07-28,10:01,46,46,46,46,10,1
"DE000C04LUM3","ODX1","DAX","DE0008469008","EUR","OPT",20170804,12350,"Put",,1,2532550,2017-07-28,10:01,238.2,238.2,238.2,238.2,400,1
"DE000C04LWT4","OES1","SX5E","EU0009658145","EUR","OPT",20170804,3475,"Put",,1,2532624,2017-07-28,10:01,37,37,37,37,30,2
"DE000C0516Q4","ODX2","DAX","DE0008469008","EUR","OPT",20170811,12050,"Put",,1,2541771,2017-07-28,10:01,93,93,93,93,20,2
"DE000C0518X6","OES2","SX5E","EU0009658145","EUR","OPT",20170811,3350,"Call",,1,2541846,2017-07-28,10:01,110.5,110.5,110.5,110.5,17,1
"DE000C0M7Z06","FVS","V2TX","DE000A0C3QF1","EUR","MLEG",,,,"FVS.S.AUG17.SEP17",,72061120206078301,2017-07-28,10:01,-0.95,-0.95,-0.95,-0.95,5,1
"DE000F4ABD52","FEXD",,,"EUR","FUT",20181221,,,,,964,2017-07-28,10:02,122.5,122.5,122.5,122.5,351,6
"DE000C0VLUZ4","VO3","VOW3","DE0007664039","EUR","OPT",20171215,160,"Call",,2,291814,2017-07-28,10:02,0.59,0.59,0.59,0.59,2,1
"DE000C0BNMU0","OESX","SX5E","EU0009658145","EUR","OPT",20170915,3300,"Put",,1,2028769,2017-07-28,10:02,25.5,25.5,25.5,25.5,4,1
"DE000C0BNMW6","OESX","SX5E","EU0009658145","EUR","OPT",20170915,3350,"Put",,1,2028771,2017-07-28,10:02,34.5,34.7,34.5,34.7,4,2
"DE000C0BNN56","OESX","SX5E","EU0009658145","EUR","OPT",20170915,3600,"Call",,1,2028780,2017-07-28,10:02,10.5,10.5,10.5,10.5,109,1
"DE000C0C3GG6","ODAX","DAX","DE0008469008","EUR","OPT",20170915,12600,"Call",,1,2045235,2017-07-28,10:02,45,45,45,45,2,1
"DE000C0HMFN8","ODAX","DAX","DE0008469008","EUR","OPT",20170915,11450,"Put",,1,2148766,2017-07-28,10:02,70.5,70.5,70.5,70.5,25,1
"DE000C0HRXL4","FBON",,,"EUR","FUT",20170907,,,,,2150974,2017-07-28,10:02,138.27,138.27,138.27,138.27,10,1
"DE000C0HRXN0","FBTP",,,"EUR","FUT",20170907,,,,,2150976,2017-07-28,10:02,135.39,135.42,135.39,135.4,336,61
"DE000C0HRXP5","FBTS",,,"EUR","FUT",20170907,,,,,2150977,2017-07-28,10:02,112.89,112.89,112.89,112.89,41,2
"DE000C0HRXQ3","FGBL",,,"EUR","FUT",20170907,,,,,2150978,2017-07-28,10:02,161.42,161.45,161.42,161.43,1648,105
"DE000C0HRXR1","FGBM",,,"EUR","FUT",20170907,,,,,2150979,2017-07-28,10:02,131.88,131.89,131.88,131.89,1027,40
"DE000C0HRXS9","FGBS",,,"EUR","FUT",20170907,,,,,2150980,2017-07-28,10:02,112.03,112.03,112.03,112.03,9,1
"DE000C0HRXT7","FGBX",,,"EUR","FUT",20170907,,,,,2150981,2017-07-28,10:02,160.3,160.36,160.3,160.34,125,35
"DE000C0HRXV3","FOAT",,,"EUR","FUT",20170907,,,,,2150983,2017-07-28,10:02,148.14,148.16,148.14,148.14,346,100
"DE000C0HS1E2","ODAX","DAX","DE0008469008","EUR","OPT",20170915,11550,"Put",,1,2151104,2017-07-28,10:02,84,84,84,84,25,1
"DE000C0HU3S4","HOLN","HOLN","CH0012214059","CHF","OPT",20171215,54,"Put",,1,2153491,2017-07-28,10:02,1.65,1.65,1.65,1.65,22,1
"DE000C0J4Z62","ODAX","DAX","DE0008469008","EUR","OPT",20170915,11700,"Put",,1,2157707,2017-07-28,10:02,111,111,111,111,10,1
"DE000C0JK5E9","F2MX","MDAX","DE0008467416","EUR","FUT",20170915,,,,,2163016,2017-07-28,10:02,24605,24605,24605,24605,2,2
"DE000C0JK5K6","FDAX","DAX","DE0008469008","EUR","FUT",20170915,,,,,2163021,2017-07-28,10:02,12110.5,12110.5,12103,12109,289,187
"DE000C0JK5P5","FDXM","DAX","DE0008469008","EUR","FUT",20170915,,,,,2163025,2017-07-28,10:02,12110,12110,12102,12108,93,59
"DE000C0JK5V3","FESB","SX7E","EU0009658426","EUR","FUT",20170915,,,,,2163031,2017-07-28,10:02,135.5,135.5,135.5,135.5,9,3
"DE000C0JK6C1","FESX","SX5E","EU0009658145","EUR","FUT",20170915,,,,,2163048,2017-07-28,10:02,3449,3449,3447,3448,949,76
"DE000C0JK750","FSMI","SMI","CH0009980894","CHF","FUT",20170915,,,,,2163075,2017-07-28,10:02,8977,8977,8972,8974,80,39
"DE000C0JK784","FSTB","SX7P","EU0009658806","EUR","FUT",20170915,,,,,2163078,2017-07-28,10:02,186.3,186.3,186.3,186.3,2,2
"DE000C0JK792","FSTC","SX4P","EU0009658608","EUR","FUT",20170915,,,,,2163079,2017-07-28,10:02,873.8,873.8,873.8,873.8,1,1
"DE000C0JK7B1","FSTE","SXEP","EU0009658780","EUR","FUT",20170915,,,,,2163081,2017-07-28,10:02,286.6,286.6,286.6,286.6,1,1
"DE000C0JK7F2","FSTI","SXIP","EU0009658822","EUR","FUT",20170915,,,,,2163085,2017-07-28,10:02,281.1,281.1,281.1,281.1,2,1
"DE000C0JK7N6","FSTT","SXKP","EU0009658947","EUR","FUT",20170915,,,,,2163092,2017-07-28,10:02,295.5,295.5,295.5,295.5,1,1
"DE000C0JK7P1","FSTU","SX6P","EU0009658962","EUR","FUT",20170915,,,,,2163093,2017-07-28,10:02,288,288,288,288,1,1
"DE000C0JK7X5","FXXP","SXXP","EU0009658202","EUR","FUT",20170915,,,,,2163101,2017-07-28,10:02,376.5,376.6,376.5,376.6,3,3
"DE000C0M6PH6","FVS","V2TX","DE000A0C3QF1","EUR","FUT",20170920,,,,,2223995,2017-07-28,10:02,15.85,15.85,15.85,15.85,95,1
"DE000C0P1XL0","FMK2","KMS2","XC000A2DB695","KRW","FUT",20170810,,,,,2261855,2017-07-28,10:02,313.1,313.1,313.08,313.08,6,2
"DE000C0P23L5","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,282.5,"Put",,1,2262047,2017-07-28,10:02,0.07,0.07,0.07,0.07,2,1
"DE000C0P23U6","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,292.5,"Put",,1,2262055,2017-07-28,10:02,0.2,0.2,0.2,0.2,19,2
"DE000C0P23X0","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,295,"Put",,1,2262057,2017-07-28,10:02,0.27,0.27,0.27,0.27,10,6
"DE000C0P23Z5","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,297.5,"Put",,1,2262059,2017-07-28,10:02,0.35,0.35,0.35,0.35,5,3
"DE000C0P9Y65","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,300,"Put",,1,2266746,2017-07-28,10:02,0.47,0.47,0.47,0.47,15,4
"DE000C0QPTZ7","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,302.5,"Put",,1,2285615,2017-07-28,10:02,0.64,0.64,0.64,0.64,10,5
"DE000C0SX8D9","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,305,"Put",,1,2314670,2017-07-28,10:02,0.88,0.89,0.88,0.89,32,12
"DE000C0SZVL8","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,307.5,"Put",,1,2315171,2017-07-28,10:02,1.25,1.27,1.25,1.26,136,16
"DE000C0T5Y12","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,310,"Call",,1,2316710,2017-07-28,10:02,4.85,4.85,4.85,4.85,1,1
"DE000C0T5Y20","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,310,"Put",,1,2316711,2017-07-28,10:02,1.8,1.82,1.8,1.82,42,25
"DE000C0T9T56","FDAX","DAX","DE0008469008","EUR","FUT",20171215,,,,,2318276,2017-07-28,10:02,12098,12098,12098,12098,1,1
"DE000C0TM2M5","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,312.5,"Put",,1,2320288,2017-07-28,10:02,2.63,2.65,2.63,2.64,27,16
"DE000C0U0XE0","NOA3","NOA3","FI0009000681","EUR","OPT",20180316,4.4,"Put",,4,2330554,2017-07-28,10:02,0.13,0.13,0.13,0.13,100,1
"DE000C0ULMU4","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,315,"Call",,1,2339398,2017-07-28,10:02,1.93,1.93,1.91,1.92,34,14
"DE000C0ULMV2","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,315,"Put",,1,2339399,2017-07-28,10:02,3.8,3.82,3.79,3.79,11,9
"DE000C0V8KC3","ODAX","DAX","DE0008469008","EUR","OPT",20171215,12650,"Call",,1,2348370,2017-07-28,10:02,166,166,166,166,4,1
"DE000C0VAU33","ODAX","DAX","DE0008469008","EUR","OPT",20170915,12850,"Call",,1,2349105,2017-07-28,10:02,15.5,15.5,15.5,15.5,6,1
"DE000C0Y3WT0","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,317.5,"Call",,1,2396445,2017-07-28,10:02,1.03,1.03,1.02,1.02,28,7
"DE000C0Y3WU8","OKS2","FKS2","XC0009664639","KRW","OPT",20170810,317.5,"Put",,1,2396446,2017-07-28,10:02,5.4,5.4,5.4,5.4,1,1
