ISIN,MarketSegment,UnderlyingSymbol,UnderlyingISIN,Currency,SecurityType,MaturityDate,StrikePrice,PutOrCall,MLEG,ContractGenerationNumber,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,NumberOfContracts,NumberOfTrades
"DE000F4ABD52","FEXD",,,"EUR","FUT",20181221,,,,,964,2017-07-28,14:00,122.6,122.6,122.6,122.6,1,1
"DE000P8DKVZ0","ROG","ROG","CH0012032048","CHF","OPT",20171215,230,"Put",,2,1715872,2017-07-28,14:00,4.62,4.62,4.62,4.62,10,1
"DE000C0BGXL0","OKS2","FKS2","XC0009664639","KRW","OPT",20170914,270,"Put",,1,2020438,2017-07-28,14:00,0.16,0.16,0.16,0.16,1,1
"DE000C0BLZ70","FRDX","RDX","AT0000634076","USD","FUT",20170915,,,,,2026685,2017-07-28,14:00,1186,1186.5,1185.5,1185.5,87,4
"DE000C0C2H61","VO3","VOW3","DE0007664039","EUR","OPT",20170915,130,"Put",,2,2044103,2017-07-28,14:00,3.47,3.47,3.47,3.47,50,2
"DE000C0C3G04","ODAX","DAX","DE0008469008","EUR","OPT",20170915,11000,"Call",,1,2045219,2017-07-28,14:00,1198,1198,1198,1198,20,1
"DE000C0C3G95","ODAX","DAX","DE0008469008","EUR","OPT",20170915,11800,"Put",,1,2045228,2017-07-28,14:00,113.6,113.6,113.6,113.6,1,1
"DE000C0C3GF8","ODAX","DAX","DE0008469008","EUR","OPT",20170915,12400,"Put",,1,2045234,2017-07-28,14:00,350.7,350.7,350.7,350.7,2,1
"DE000C0EYV27","VO3","VOW3","DE0007664039","EUR","OPT",20171215,130,"Call",,2,2104749,2017-07-28,14:00,8.25,8.25,8.25,8.25,21,2
"DE000C0HRXK6","CONF",,,"CHF","FUT",20170907,,,,,2150973,2017-07-28,14:00,161.66,161.66,161.66,161.66,5,4
"DE000C0HRXN0","FBTP",,,"EUR","FUT",20170907,,,,,2150976,2017-07-28,14:00,135.8,135.8,135.75,135.75,127,39
